user_id,Font color (control),Font color (pilot),Background color (control),Background color (pilot)
314625,1,0,0,1
05dc54,1,0,1,0
c53181,1,0,1,0
3777f2,1,0,1,0
f64ad3,1,0,0,1
9ae520,1,0,1,0
d91760,1,0,1,0
442321,1,0,0,1
dd2592,1,0,1,0
28f19a,1,0,0,1
a74f94,1,0,0,1
697e21,1,0,1,0
ad7dcb,1,0,1,0
aaf7da,1,0,1,0
7a8ca7,1,0,0,1
29744b,1,0,1,0
f75f10,1,0,0,1
bed306,1,0,1,0
ba8cd8,1,0,0,1
9f6baf,1,0,0,1
b96442,1,0,0,1
12b108,1,0,1,0
dc2882,1,0,1,0
aca9ae,1,0,0,1
00a272,1,0,1,0
88885f,1,0,0,1
cf0fda,1,0,0,1
622d19,1,0,1,0
87e33d,1,0,0,1
4bbc26,1,0,0,1
3ed2f5,1,0,1,0
27cac4,1,0,1,0
3e02ce,1,0,1,0
ebdd85,1,0,1,0
aebcff,1,0,0,1
4442cc,1,0,1,0
b92492,1,0,0,1
41c37a,1,0,1,0
9ab7ad,1,0,1,0
99d070,1,0,0,1
c1fce4,1,0,1,0
fe689f,1,0,1,0
c59cd5,1,0,1,0
b712cc,1,0,0,1
16976c,1,0,0,1
6289cc,1,0,1,0
d42b42,1,0,1,0
6d350b,1,0,0,1
09e002,1,0,1,0
4c9457,1,0,1,0
091a64,1,0,0,1
9891e2,1,0,0,1
9fe81d,1,0,1,0
bc67ec,1,0,0,1
bea530,1,0,1,0
544550,1,0,1,0
8b403a,1,0,0,1
98adcc,1,0,1,0
0fc08b,1,0,0,1
a7d10d,1,0,0,1
b76486,1,0,1,0
dd556a,1,0,1,0
f55a3a,1,0,1,0
74cc32,1,0,0,1
2d410a,1,0,0,1
3e7472,1,0,0,1
343bd2,1,0,1,0
eb82ca,1,0,0,1
9ff34b,1,0,1,0
27e8f0,1,0,0,1
9343ce,1,0,1,0
785ec3,1,0,1,0
2a2fd9,1,0,0,1
5f5eed,1,0,1,0
8b8516,1,0,0,1
3da087,1,0,0,1
bd7aa2,1,0,1,0
0d0f1b,1,0,0,1
c08dfb,1,0,0,1
bb1b35,1,0,1,0
47c526,1,0,1,0
d21956,1,0,1,0
844d11,1,0,0,1
d373a5,1,0,1,0
7b4764,1,0,1,0
a2f0c6,1,0,1,0
0239fe,1,0,0,1
9c6a0f,1,0,0,1
aa28b8,1,0,1,0
5e8296,1,0,1,0
2957f1,1,0,0,1
36f94a,1,0,0,1
3d31dc,1,0,0,1
4739b7,1,0,1,0
ede0a4,1,0,1,0
324549,1,0,0,1
982918,1,0,1,0
d97bc0,1,0,0,1
84a3f2,1,0,0,1
97d7ab,1,0,1,0
7716d3,1,0,1,0
2687d5,1,0,0,1
8214d7,1,0,0,1
40d59a,1,0,0,1
6fb652,1,0,0,1
9cf320,1,0,1,0
e83866,1,0,0,1
e581df,1,0,1,0
0b70f6,1,0,1,0
79e579,1,0,1,0
30d1c9,1,0,1,0
975876,1,0,1,0
4b9146,1,0,0,1
ce6974,1,0,0,1
82d404,1,0,1,0
e68fe7,1,0,1,0
c89458,1,0,1,0
eb08bd,1,0,1,0
f15129,1,0,0,1
5dd746,1,0,0,1
7b4437,1,0,0,1
65f4da,1,0,1,0
506fbe,1,0,0,1
8a6b0f,1,0,0,1
e408ff,1,0,0,1
0c2504,1,0,1,0
33a32d,1,0,1,0
0fbbae,1,0,0,1
0b0341,1,0,1,0
4aa1a7,1,0,1,0
c1adc1,1,0,1,0
fdb0ee,1,0,1,0
1f3edd,1,0,1,0
77e27d,1,0,0,1
d867eb,1,0,0,1
e01538,1,0,0,1
86f2f3,1,0,1,0
1b9223,1,0,0,1
a9a83d,1,0,0,1
e5acdc,1,0,0,1
418026,1,0,0,1
a7ab8f,1,0,1,0
aa57dd,1,0,0,1
ad8fce,1,0,0,1
d0f559,1,0,1,0
012347,1,0,0,1
b1e198,1,0,0,1
d4936f,1,0,1,0
9ac829,1,0,0,1
479dcb,1,0,1,0
45edcf,1,0,1,0
30ffdf,1,0,1,0
a07bcf,1,0,1,0
ea21ad,1,0,1,0
34824c,1,0,1,0
37080a,1,0,1,0
175fc4,1,0,1,0
4fb2ba,1,0,0,1
a4a0f0,1,0,1,0
417124,1,0,0,1
412037,1,0,0,1
7469ba,1,0,0,1
97ca90,1,0,0,1
d85524,1,0,1,0
e80d9e,1,0,1,0
08a9e8,1,0,0,1
14de94,1,0,0,1
8a7b05,1,0,0,1
ba1902,1,0,0,1
ce69ba,1,0,1,0
7e4a14,1,0,0,1
8d8e01,1,0,1,0
62ca65,1,0,1,0
223bba,1,0,0,1
ffecec,1,0,1,0
0d83ea,1,0,1,0
adeb56,1,0,0,1
1f1f66,1,0,1,0
196938,1,0,1,0
171c9d,1,0,0,1
ac5631,1,0,1,0
ad0e1f,1,0,0,1
4691d3,1,0,1,0
484a79,1,0,1,0
aaee0e,1,0,0,1
363bfc,1,0,0,1
3e491e,1,0,1,0
73685a,1,0,1,0
ba9194,1,0,1,0
859377,1,0,0,1
deba78,1,0,1,0
508bc1,1,0,1,0
ce8fd4,1,0,1,0
7b91dc,1,0,0,1
7d599e,1,0,0,1
51b659,1,0,0,1
965df1,1,0,1,0
684343,1,0,0,1
a6661c,1,0,0,1
d86d56,1,0,1,0
a00f05,1,0,1,0
f80e55,1,0,1,0
13a0bb,1,0,0,1
9a34e1,1,0,1,0
acc390,1,0,0,1
43da87,1,0,1,0
6eb9e8,1,0,0,1
8431ab,1,0,1,0
dd7f35,1,0,0,1
af85f3,1,0,0,1
5fa143,1,0,1,0
1d1bcd,1,0,1,0
07df57,1,0,1,0
68af1c,1,0,0,1
d94580,1,0,1,0
ce502d,1,0,0,1
6466c5,1,0,1,0
9ab8f5,1,0,1,0
375d67,1,0,0,1
7ab1db,1,0,0,1
2f04af,1,0,1,0
e52efa,1,0,1,0
3d7648,1,0,0,1
0eb8a1,1,0,1,0
fa8dde,1,0,1,0
533d4a,1,0,0,1
cbf411,1,0,0,1
055d60,1,0,0,1
8b223c,1,0,0,1
56e7a3,1,0,1,0
3250be,1,0,1,0
27a58f,1,0,0,1
fd9860,1,0,1,0
8c233f,1,0,0,1
7ea992,1,0,1,0
0f5e4d,1,0,1,0
30e147,1,0,1,0
85b230,1,0,0,1
47e553,1,0,0,1
8423cd,1,0,1,0
383933,1,0,1,0
316359,1,0,1,0
529797,1,0,0,1
e8a8dc,1,0,1,0
bfb871,1,0,0,1
0476cd,1,0,1,0
7b26aa,1,0,0,1
7651de,1,0,1,0
7da19b,1,0,0,1
f9c0a9,1,0,1,0
28640e,1,0,1,0
a3338c,1,0,1,0
490b74,1,0,1,0
3627c6,1,0,0,1
2df0b3,1,0,0,1
625864,1,0,1,0
e7e3ea,1,0,0,1
b26fa6,1,0,0,1
6eb472,1,0,0,1
f3d32e,1,0,0,1
7e4505,1,0,0,1
acc8c6,1,0,1,0
8e0026,1,0,1,0
aae487,1,0,0,1
da0462,1,0,0,1
e0b95a,1,0,0,1
ef4e77,1,0,0,1
6da4ba,1,0,0,1
8bc527,1,0,0,1
f5fc3d,1,0,0,1
6ee37a,1,0,1,0
b02804,1,0,1,0
7b885e,1,0,1,0
51fb78,1,0,0,1
716ea9,1,0,1,0
c08a5b,1,0,1,0
d8146b,1,0,1,0
57e5bc,1,0,1,0
6bc937,1,0,0,1
d4a458,1,0,1,0
9ba276,1,0,1,0
5d52e2,1,0,0,1
cdd383,1,0,0,1
607b3c,1,0,0,1
cb9c43,1,0,0,1
ab3c3c,1,0,0,1
d381c9,1,0,0,1
0537db,1,0,0,1
f30ab3,1,0,1,0
f5cded,1,0,0,1
96d299,1,0,1,0
e559ea,1,0,0,1
026774,1,0,0,1
be4fc6,1,0,1,0
56f949,1,0,0,1
4c8064,1,0,0,1
645b3d,1,0,1,0
cf9280,1,0,1,0
28f43d,1,0,0,1
05035e,1,0,1,0
be3cea,1,0,1,0
82b1e9,1,0,0,1
62de49,1,0,0,1
269664,1,0,0,1
81ab0b,1,0,1,0
8ea741,1,0,1,0
a60693,1,0,1,0
4d11c9,1,0,0,1
6d107a,1,0,0,1
a0cd19,1,0,1,0
7d93a9,1,0,1,0
99655d,1,0,1,0
3549bf,1,0,0,1
7e7436,1,0,0,1
ada12f,1,0,0,1
5e2753,1,0,0,1
2459e3,1,0,1,0
338157,1,0,0,1
3d7781,1,0,1,0
e29d60,1,0,1,0
aa63dc,1,0,0,1
bff330,1,0,0,1
9b74e9,1,0,1,0
8faa6f,1,0,1,0
bfca95,1,0,0,1
67a80b,1,0,1,0
6b0e83,1,0,0,1
4f11b1,1,0,0,1
2f66d6,1,0,0,1
fce629,1,0,0,1
bc144e,1,0,1,0
e3c254,1,0,1,0
cdb7a7,1,0,1,0
b47d74,1,0,1,0
f60485,1,0,0,1
cb9672,1,0,0,1
d17504,1,0,0,1
7492e7,1,0,1,0
9c1fa4,1,0,1,0
c3f443,1,0,1,0
a0251b,1,0,1,0
7cd4ea,1,0,0,1
54ec9c,1,0,0,1
3654a8,1,0,1,0
1971ae,1,0,0,1
68c23f,1,0,1,0
78b8b8,1,0,0,1
f6c1ca,1,0,1,0
2fc7f6,1,0,0,1
4fef72,1,0,1,0
671b07,1,0,1,0
2c12bf,1,0,0,1
eb86b9,1,0,1,0
ce6519,1,0,0,1
a68307,1,0,1,0
d1108d,1,0,1,0
27ce95,1,0,0,1
5f9176,1,0,1,0
819ef8,1,0,1,0
fa9e6b,1,0,0,1
3162c1,1,0,0,1
3560e6,1,0,1,0
9de3bb,1,0,1,0
5d3e03,1,0,1,0
86a04d,1,0,1,0
2c2c39,1,0,0,1
35a01f,1,0,1,0
abca78,1,0,0,1
dc7290,1,0,1,0
3462df,1,0,1,0
d00226,1,0,0,1
160ec0,1,0,1,0
99bc42,1,0,0,1
4188b4,1,0,0,1
caaa4b,1,0,0,1
00a0f6,1,0,1,0
400875,1,0,0,1
4006b8,1,0,0,1
b019be,1,0,0,1
f7c84f,1,0,0,1
041251,1,0,1,0
960709,1,0,1,0
4077de,1,0,1,0
3993ec,1,0,0,1
6d2253,1,0,1,0
b023e3,1,0,0,1
c55217,1,0,0,1
20397f,1,0,1,0
bc1645,1,0,0,1
5fc207,1,0,0,1
435f7c,1,0,1,0
967b1e,1,0,0,1
534638,1,0,1,0
86973a,1,0,1,0
45ea8c,1,0,0,1
c44d5e,1,0,0,1
9b76b3,1,0,0,1
d71bd4,1,0,0,1
17e2ca,1,0,1,0
a02780,1,0,0,1
21ce41,1,0,0,1
015724,1,0,0,1
72da3e,1,0,0,1
820862,1,0,0,1
6788ae,1,0,1,0
4a6e43,1,0,0,1
5f2e61,1,0,1,0
44d9ba,1,0,1,0
eff463,1,0,0,1
8a72bd,1,0,0,1
cd252a,1,0,1,0
c66b6b,1,0,0,1
98f5b9,1,0,1,0
31a46e,1,0,0,1
224448,1,0,0,1
7e41b9,1,0,1,0
a94b80,1,0,0,1
280902,1,0,0,1
22587d,1,0,0,1
1acb1d,1,0,0,1
0b67bc,1,0,1,0
dc882c,1,0,1,0
83410f,1,0,0,1
be0a83,1,0,1,0
c12010,1,0,0,1
5b788c,1,0,1,0
6cee2b,1,0,1,0
6c240f,1,0,1,0
37b06b,1,0,1,0
7f08f6,1,0,0,1
ed3d1e,1,0,1,0
98282d,1,0,1,0
44bc22,1,0,1,0
089597,1,0,0,1
59a889,1,0,0,1
8db332,1,0,0,1
463743,1,0,0,1
6a4174,1,0,0,1
edebee,1,0,1,0
6450ff,1,0,1,0
972e4d,1,0,0,1
b257d5,1,0,1,0
62115d,1,0,1,0
29eb7d,1,0,1,0
4e0b1e,1,0,0,1
48b0de,1,0,1,0
0b2ee2,1,0,1,0
11bc7a,1,0,0,1
3f7029,1,0,0,1
b0e738,1,0,1,0
d15b68,1,0,0,1
7eb8d2,1,0,1,0
9ef601,1,0,1,0
a687bf,1,0,0,1
ff3103,1,0,1,0
998400,1,0,0,1
fcf1bb,1,0,0,1
d06832,1,0,1,0
2a5ee2,1,0,0,1
2306ef,1,0,0,1
7d72a4,1,0,0,1
9f8163,1,0,0,1
f79f61,1,0,0,1
36b885,1,0,1,0
a17793,1,0,0,1
9a010d,1,0,0,1
d95f49,1,0,0,1
3dfa74,1,0,1,0
e8cec5,1,0,0,1
19a661,1,0,0,1
a4ae54,1,0,1,0
1467f8,1,0,0,1
d84411,1,0,1,0
62ccb4,1,0,1,0
74761e,1,0,1,0
7aadaf,1,0,0,1
83d0e2,1,0,0,1
4fcd92,1,0,0,1
1b2e1c,1,0,1,0
5c726f,1,0,0,1
94d2b6,1,0,0,1
a35db3,1,0,1,0
2aa1fc,1,0,0,1
cd717c,1,0,1,0
6899d0,1,0,0,1
a5299c,1,0,1,0
16542f,1,0,0,1
e54f89,1,0,0,1
b05dd2,1,0,1,0
3808bb,1,0,0,1
50eebb,1,0,0,1
a75ebc,1,0,1,0
e7d636,1,0,1,0
beeac6,1,0,1,0
5565b0,1,0,0,1
90f49c,1,0,1,0
be633f,1,0,1,0
d2eba7,1,0,1,0
a16fa2,1,0,0,1
42e8f2,1,0,0,1
9478d7,1,0,1,0
a512ea,1,0,0,1
6f9a6d,1,0,1,0
3a00f3,1,0,0,1
7cbe52,1,0,1,0
933765,1,0,1,0
534f23,1,0,1,0
099374,1,0,0,1
3ffb24,1,0,0,1
903f09,1,0,0,1
f86471,1,0,0,1
d85113,1,0,1,0
f70406,1,0,0,1
f3d740,1,0,0,1
0ff4ec,1,0,1,0
d983e6,1,0,0,1
e90ffb,1,0,1,0
22b04e,1,0,0,1
565bab,1,0,1,0
501255,1,0,1,0
9856dc,1,0,0,1
98bc86,1,0,1,0
9218a4,1,0,1,0
cbd276,1,0,0,1
583370,1,0,0,1
afa049,1,0,0,1
0b9ede,1,0,0,1
2791fc,1,0,0,1
e180b3,1,0,0,1
0b22e1,1,0,0,1
eaed95,1,0,1,0
19055e,1,0,0,1
29b85c,1,0,0,1
18cf38,1,0,1,0
e56b20,1,0,1,0
c6e3c3,1,0,0,1
bddda9,1,0,0,1
2ce58e,1,0,0,1
dc7c60,1,0,1,0
d27115,1,0,0,1
38616c,1,0,0,1
006bd3,1,0,1,0
132c34,1,0,0,1
05ec30,1,0,1,0
23043b,1,0,0,1
4e6cdc,1,0,1,0
8f7d38,1,0,0,1
a1fe52,1,0,1,0
b54b7e,1,0,1,0
60dbd1,1,0,0,1
8a48f0,1,0,0,1
2c975c,1,0,0,1
32dba0,1,0,0,1
f82d66,1,0,0,1
0875a3,1,0,1,0
8f1bec,1,0,1,0
7e2803,1,0,0,1
1d8679,1,0,1,0
1b4514,1,0,1,0
c7e62f,1,0,1,0
980ed9,1,0,0,1
395576,1,0,0,1
b8e8d3,1,0,0,1
583053,1,0,0,1
dd5b4b,1,0,1,0
f5045d,1,0,1,0
9ada69,1,0,0,1
df29de,1,0,0,1
4abb25,1,0,0,1
4db432,1,0,1,0
2468c3,1,0,1,0
38e461,1,0,1,0
6f6d3d,1,0,1,0
6614d2,1,0,1,0
58bb10,1,0,0,1
c3c79c,1,0,0,1
60216d,1,0,1,0
c03def,1,0,0,1
b0fac3,1,0,0,1
beab00,1,0,1,0
cfcad4,1,0,1,0
1cd6be,1,0,1,0
894859,1,0,1,0
529551,1,0,1,0
ee5a22,1,0,0,1
a20f64,1,0,0,1
165f3f,1,0,1,0
729930,1,0,1,0
06eae4,1,0,0,1
80ad27,1,0,0,1
ff4ab4,1,0,1,0
60c5e1,1,0,0,1
1d2dab,1,0,1,0
87de5d,1,0,1,0
8a66ef,1,0,1,0
47de62,1,0,0,1
84797b,1,0,0,1
eaa3ae,1,0,1,0
9aa032,1,0,0,1
569544,1,0,0,1
548220,1,0,0,1
71900b,1,0,0,1
e82e43,1,0,1,0
147fb2,1,0,1,0
223a7b,1,0,1,0
840b48,1,0,1,0
6486b2,1,0,0,1
21de1a,1,0,1,0
1c63bb,1,0,1,0
55dcf0,1,0,1,0
623c02,1,0,1,0
1ed0c8,1,0,1,0
056d39,1,0,1,0
71094a,1,0,0,1
daea84,1,0,1,0
783556,1,0,1,0
6f4b24,1,0,0,1
cae13e,1,0,0,1
943016,1,0,1,0
44d904,1,0,0,1
2376f3,1,0,0,1
61d9c2,1,0,1,0
684174,1,0,1,0
2d1805,1,0,0,1
d053d9,1,0,0,1
dd2723,1,0,1,0
8e9ccd,1,0,1,0
612c84,1,0,1,0
bea403,1,0,1,0
750c1c,1,0,1,0
1df5f2,1,0,0,1
69ac83,1,0,1,0
177302,1,0,0,1
02a824,1,0,1,0
94edd4,1,0,1,0
93fdc5,1,0,1,0
6a8aeb,1,0,1,0
32189e,1,0,0,1
459c6a,1,0,0,1
2042fc,1,0,1,0
d06309,1,0,0,1
d8eab6,1,0,0,1
ff0a01,1,0,1,0
319095,1,0,1,0
8fd5f7,1,0,0,1
caa9c2,1,0,0,1
110eef,1,0,1,0
f339df,1,0,0,1
f8038f,1,0,1,0
bc442e,1,0,0,1
4d07ed,1,0,0,1
c6e33a,1,0,0,1
e31cb4,1,0,1,0
c899d2,1,0,1,0
fabba7,1,0,1,0
cc55c3,1,0,0,1
c4362f,1,0,0,1
de9ddf,1,0,0,1
25ccc2,1,0,1,0
34977f,1,0,1,0
e9174c,1,0,1,0
1f372e,1,0,0,1
a069ed,1,0,0,1
fac949,1,0,0,1
73dd91,1,0,1,0
416586,1,0,1,0
0a13b8,1,0,0,1
0ca6a1,1,0,1,0
98d5e7,1,0,1,0
4a63b2,1,0,0,1
e6476b,1,0,1,0
0b241b,1,0,1,0
8bf032,1,0,0,1
a22b97,1,0,0,1
998ddf,1,0,0,1
66f812,1,0,0,1
0c39a1,1,0,1,0
878808,1,0,1,0
b773d2,1,0,0,1
0d35b8,1,0,0,1
3dd739,1,0,0,1
fe694e,1,0,0,1
7cce00,1,0,0,1
f833a7,1,0,0,1
e76a65,1,0,1,0
fe5f0c,1,0,0,1
339106,1,0,0,1
4567ef,1,0,0,1
017fb3,1,0,1,0
0e5b57,1,0,1,0
19f211,1,0,1,0
6454e3,1,0,0,1
91a8d9,1,0,1,0
2ea17a,1,0,0,1
a5555e,1,0,1,0
4f1d3b,1,0,1,0
3a4a94,1,0,0,1
aaeb14,1,0,1,0
eb4980,1,0,1,0
c38050,1,0,0,1
9c5492,1,0,1,0
0fab9d,1,0,1,0
ea8d68,1,0,1,0
8742ac,1,0,0,1
f6d35b,1,0,1,0
f8e830,1,0,1,0
90f63f,1,0,1,0
453686,1,0,1,0
b0d2e1,1,0,0,1
684764,1,0,1,0
6805a8,1,0,0,1
899419,1,0,1,0
6a2e33,1,0,0,1
bb5205,1,0,0,1
ee1337,1,0,1,0
949092,1,0,0,1
a1e7eb,1,0,1,0
43deb8,1,0,1,0
f00099,1,0,1,0
4fac51,1,0,0,1
dc6b4a,1,0,0,1
95cdb8,1,0,1,0
ee7434,1,0,0,1
62ce89,1,0,1,0
af078c,1,0,1,0
ff6cd5,1,0,1,0
acbf20,1,0,0,1
a0b8c1,1,0,1,0
43dcb4,1,0,0,1
f4f18d,1,0,0,1
bc2076,1,0,1,0
9d1b79,1,0,0,1
0e609e,1,0,0,1
e1650a,1,0,0,1
474b5f,1,0,0,1
b0e6a2,1,0,1,0
a7a0a5,1,0,1,0
2ac047,1,0,1,0
ee6b7e,1,0,1,0
8e36ca,1,0,1,0
7cf259,1,0,1,0
356d28,1,0,1,0
5b53c5,1,0,1,0
cd5ba4,1,0,0,1
9179b1,1,0,1,0
3d038d,1,0,0,1
12014b,1,0,1,0
3973d2,1,0,0,1
50c2f6,1,0,1,0
101568,1,0,1,0
6326e2,1,0,0,1
463459,1,0,0,1
120866,1,0,0,1
67a2cf,1,0,0,1
92ebab,1,0,1,0
f6d4d8,1,0,1,0
c30c56,1,0,0,1
39ffe0,1,0,1,0
f647f2,1,0,0,1
2d1c90,1,0,0,1
411b2f,1,0,0,1
ac7810,1,0,0,1
d5a278,1,0,1,0
4fe3de,1,0,1,0
d91d7c,1,0,0,1
c5929a,1,0,0,1
c3dba3,1,0,1,0
c657af,1,0,0,1
d39f89,1,0,1,0
fda070,1,0,1,0
f7dfa0,1,0,1,0
20fa55,1,0,1,0
074c1b,1,0,0,1
e819eb,1,0,1,0
d60f27,1,0,0,1
bf3a85,1,0,1,0
73eeaf,1,0,0,1
78f6dd,1,0,0,1
398a73,1,0,1,0
112bf5,1,0,0,1
de2515,1,0,1,0
a7f4c4,1,0,1,0
6467b1,1,0,0,1
3cc653,1,0,1,0
3d8355,1,0,0,1
aedeff,1,0,0,1
b93849,1,0,1,0
7a8dce,1,0,1,0
c452b6,1,0,1,0
db5f01,1,0,0,1
8790f3,1,0,0,1
f194aa,1,0,0,1
be1e83,1,0,0,1
9aeac7,1,0,1,0
23fcbe,1,0,0,1
e1c7d3,1,0,0,1
b6832e,1,0,0,1
598609,1,0,1,0
be1e9c,1,0,1,0
86c4f9,1,0,0,1
335f0f,1,0,1,0
e50169,1,0,1,0
80d2bb,1,0,0,1
51a70b,1,0,0,1
bc2ecd,1,0,0,1
5af565,1,0,0,1
9c4267,1,0,0,1
ce51df,1,0,1,0
3f8cca,1,0,0,1
79af55,1,0,0,1
388224,1,0,1,0
8a9e9e,1,0,0,1
5564bc,1,0,1,0
ddb717,1,0,1,0
dfa0dc,1,0,1,0
8cebab,1,0,1,0
d52539,1,0,0,1
e26b50,1,0,0,1
f00269,1,0,0,1
ec1d13,1,0,0,1
f9e5d3,1,0,1,0
c1bff4,1,0,0,1
e70cab,1,0,1,0
7efb13,1,0,1,0
5a541e,1,0,0,1
8968cd,1,0,0,1
897ea6,1,0,1,0
2c0c5e,1,0,0,1
2b1369,1,0,0,1
e6ece8,1,0,0,1
a355c5,1,0,0,1
ad9bdd,1,0,0,1
0ec9f3,1,0,1,0
d03e62,1,0,0,1
253770,1,0,0,1
a00447,1,0,1,0
8809dc,1,0,1,0
f5cdb5,1,0,1,0
b941c4,1,0,0,1
78453a,1,0,1,0
ef7e2b,1,0,0,1
d2fff0,1,0,0,1
9e2234,1,0,0,1
a8a8b2,1,0,0,1
c58133,1,0,1,0
302f32,1,0,0,1
a2060d,1,0,1,0
18f407,1,0,0,1
a04c3f,1,0,0,1
43e815,1,0,0,1
a2251d,1,0,0,1
134ed9,1,0,1,0
47728e,1,0,0,1
ffac39,1,0,0,1
37ebf9,1,0,0,1
0d1151,1,0,1,0
26ba7b,1,0,1,0
7ecc2e,1,0,1,0
3d1835,1,0,1,0
005e36,1,0,1,0
0c070d,1,0,0,1
203d62,1,0,0,1
2b560b,1,0,0,1
7e9a48,1,0,0,1
19ea1e,1,0,1,0
393fe5,1,0,1,0
f85310,1,0,0,1
af7b01,1,0,1,0
458ed2,1,0,0,1
119ce3,1,0,0,1
ac3de6,1,0,1,0
a838a4,1,0,0,1
65017f,1,0,0,1
7c15f2,1,0,0,1
1265a2,1,0,1,0
f7a62d,1,0,1,0
cbf2d9,1,0,1,0
2e95fa,1,0,0,1
648dec,1,0,0,1
05b025,1,0,0,1
e93666,1,0,0,1
4c79a8,1,0,0,1
179c40,1,0,0,1
ed71ec,1,0,1,0
a6e3b2,1,0,1,0
d21b67,1,0,1,0
f68ccf,1,0,0,1
24fe7b,1,0,0,1
1f685c,1,0,0,1
51ca92,1,0,0,1
2968b8,1,0,0,1
fd4621,1,0,1,0
79e455,1,0,0,1
c35638,1,0,0,1
d49114,1,0,1,0
9ad066,1,0,0,1
d1ae56,1,0,0,1
88ebee,1,0,1,0
17a285,1,0,0,1
e6c471,1,0,1,0
ecc88b,1,0,0,1
daffb2,1,0,1,0
e75e9b,1,0,0,1
c4684a,1,0,1,0
5ed41a,1,0,0,1
23143f,1,0,0,1
f5c45d,1,0,1,0
3b8b6f,1,0,0,1
768abb,1,0,1,0
9ad919,1,0,0,1
001be2,1,0,1,0
99eaf1,1,0,0,1
13c514,1,0,1,0
2beed4,1,0,0,1
5de426,1,0,1,0
887a1a,1,0,1,0
388a43,1,0,0,1
574d3a,1,0,0,1
3c7fec,1,0,0,1
27b77f,1,0,1,0
ab950f,1,0,1,0
7de031,1,0,1,0
4fc7e6,1,0,1,0
bb971a,1,0,0,1
5eabb1,1,0,1,0
3afaa8,1,0,0,1
e29e60,1,0,1,0
99ea6a,1,0,1,0
abe33f,1,0,1,0
ff3c6d,1,0,1,0
1f817f,1,0,0,1
e87e7c,1,0,1,0
7adbae,1,0,1,0
10d8fc,1,0,1,0
0a3679,1,0,0,1
2725ef,1,0,0,1
9bbe7f,1,0,0,1
4e01e6,1,0,0,1
c8993f,1,0,1,0
1bbdbc,1,0,1,0
8b39d8,1,0,0,1
2acccc,1,0,0,1
39bdc0,1,0,0,1
312c3a,1,0,0,1
aaea15,1,0,1,0
96860c,1,0,0,1
9b74ed,1,0,0,1
e0c1d8,1,0,1,0
38f844,1,0,0,1
d66cc4,1,0,0,1
450df7,1,0,0,1
bda7c7,1,0,1,0
d3f684,1,0,1,0
ef167c,1,0,1,0
469898,1,0,1,0
f04ffb,1,0,1,0
57e0bf,1,0,0,1
e0f5e2,1,0,0,1
7634c7,1,0,1,0
2c3ec9,1,0,0,1
fb5e21,1,0,1,0
70c36b,1,0,0,1
53cb46,1,0,1,0
9af0e6,1,0,1,0
724e19,1,0,1,0
bf0f54,1,0,1,0
144100,1,0,1,0
1c959c,1,0,1,0
7e15e7,1,0,0,1
c60f1f,1,0,1,0
8eaac9,1,0,0,1
abf1d2,1,0,0,1
fd24a3,1,0,1,0
0561e1,1,0,1,0
5b1b96,1,0,1,0
dd5f46,1,0,1,0
220872,1,0,0,1
d4e986,1,0,0,1
125e7b,1,0,0,1
6829dd,1,0,1,0
c5cdf7,1,0,1,0
df816a,1,0,0,1
434373,1,0,0,1
0bd895,1,0,0,1
eb8ae7,1,0,0,1
77d826,1,0,1,0
a288d0,1,0,0,1
8d0b81,1,0,1,0
2ba216,1,0,1,0
b413d8,1,0,1,0
0a1787,1,0,0,1
0920d5,1,0,0,1
f85118,1,0,1,0
80810b,1,0,1,0
5a3b13,1,0,0,1
b3384e,1,0,0,1
69fe84,1,0,0,1
eacd60,1,0,0,1
63605d,1,0,0,1
053fb9,1,0,1,0
7615ae,1,0,0,1
ff20f4,1,0,1,0
80dbbb,1,0,0,1
15e580,1,0,0,1
328030,1,0,0,1
350fb5,1,0,1,0
cf0241,1,0,1,0
717836,1,0,0,1
b5293a,1,0,0,1
dfde03,1,0,0,1
266765,1,0,1,0
adb741,1,0,1,0
b21f2b,1,0,0,1
59156b,1,0,0,1
3b9426,1,0,1,0
f0b176,1,0,1,0
aca14d,1,0,1,0
2811d2,1,0,1,0
160867,1,0,0,1
f1ba2c,1,0,0,1
6559d3,1,0,0,1
e2f37a,1,0,0,1
17f5e7,1,0,1,0
2e124d,1,0,1,0
8be43b,1,0,1,0
54fc93,1,0,0,1
6ac57d,1,0,0,1
b25498,1,0,1,0
7f801f,1,0,0,1
9d6ded,1,0,1,0
4d5358,1,0,1,0
c53f67,1,0,0,1
6822ff,1,0,1,0
726f8b,1,0,0,1
15a7ec,1,0,0,1
906022,1,0,1,0
6e8f15,1,0,1,0
72f69a,1,0,1,0
2d0d30,1,0,1,0
5d5fb3,1,0,1,0
c33920,1,0,1,0
b51da0,1,0,0,1
dcbbdf,1,0,0,1
423731,1,0,1,0
e986ff,1,0,1,0
700bbf,1,0,1,0
8ebef3,1,0,1,0
09878d,1,0,0,1
21df62,1,0,0,1
8332dd,1,0,1,0
b90d4a,1,0,1,0
f6bb1c,1,0,1,0
088f7e,1,0,0,1
6a8127,1,0,1,0
1f44ac,1,0,1,0
45c9e3,1,0,1,0
deea68,1,0,0,1
ed5d59,1,0,1,0
dadd75,1,0,0,1
9f5e1f,1,0,1,0
8841e2,1,0,0,1
82af23,1,0,1,0
c93776,1,0,1,0
b9a671,1,0,1,0
